,A,Z,mass_theory,mass_practice,excess,binding energy,beta decay,mass
1378,92,43,85596.6,85596.7,-78.9257,787.846,-4.62449,85596.7
1379,92,44,85600.6,85600.8,-74.3012,782.439,-11.3021,85600.8
1380,92,45,85612.0,85611.6,-62.9991,770.355,-7.929,85611.6
1381,92,46,85620.0,85619.0,-55.07,761.643,0.0,85619.0
1382,92,47,85636.4,,,,,85636.3984375
1383,92,48,85649.4,,,,,85649.3984375
1384,92,49,85669.2,,,,,85669.203125
1385,93,27,86715.5,,,,,86715.5
1386,93,28,86687.8,,,,,86687.796875
1387,93,29,86663.4,,,,,86663.3984375
1388,93,30,86640.6,,,,,86640.6015625
1389,93,31,86620.4,,,,,86620.3984375
1390,93,32,86601.6,,,,,86601.6015625
1391,93,33,86585.7,,,,,86585.703125
1392,93,34,86570.7,86570.9,-40.716,764.749,12.255,86570.9
1393,93,35,86558.3,86558.2,-52.9703,776.221,11.1657,86558.2
1394,93,36,86547.3,86546.5,-64.136,786.604,8.48396,86546.5
1395,93,37,86538.5,86537.5,-72.62,794.306,7.46596,86537.5
1396,93,38,86531.6,86529.5,-80.0859,800.989,4.14174,86529.5
1397,93,39,86526.5,86524.9,-84.2277,804.349,2.89503,86524.9
1398,93,40,86522.7,86521.5,-87.1227,806.461,0.090301,86521.5
1399,93,41,86521.1,86520.9,-87.213,805.769,-0.406665,86520.9
1400,93,42,86521.0,86520.8,-86.8063,804.58,-3.20096,86520.8
1401,93,43,86523.2,86523.5,-83.6054,800.597,-6.38864,86523.5
1402,93,44,86529.2,86529.4,-77.2167,793.426,-8.20491,86529.4
1403,93,45,86536.9,86537.1,-69.0118,784.439,-9.872,86537.1
1404,93,46,86546.9,86546.4,-59.14,773.785,-12.872,86546.4
1405,93,47,86558.8,86558.8,-46.267,760.129,0.0,86558.8
1406,93,48,86574.0,,,,,86574.0
1407,93,49,86589.8,,,,,86589.796875
1408,94,27,87656.2,,,,,87656.203125
1409,94,28,87626.7,,,,,87626.703125
1410,94,29,87603.9,,,,,87603.8984375
1411,94,30,87578.0,,,,,87578.0
1412,94,31,87559.4,,,,,87559.3984375
1413,94,32,87537.9,,,,,87537.8984375
1414,94,33,87523.3,,,,,87523.296875
1415,94,34,87505.6,87506.3,-36.803,768.907,10.796,87506.3
1416,94,35,87494.6,87495.0,-47.599,778.921,13.748,87495.0
1417,94,36,87480.8,87480.8,-61.3478,791.887,7.21502,87480.8
1418,94,37,87473.7,87473.1,-68.5628,798.32,10.283,87473.1
1419,94,38,87463.6,87462.3,-78.8457,807.82,3.50709,87462.3
1420,94,39,87460.7,87458.2,-82.3528,810.545,4.91806,87458.2
1421,94,40,87454.1,87452.8,-87.2709,814.681,-0.901694,87452.8
1422,94,41,87454.1,87453.2,-86.3692,812.997,2.04364,87453.2
1423,94,42,87450.7,87450.7,-88.4128,814.258,-4.25575,87450.7
1424,94,43,87454.5,87454.4,-84.1571,809.22,-1.5735,87454.4
1425,94,44,87455.0,87455.5,-82.5836,806.864,-9.67598,87455.5
1426,94,45,87464.7,87464.7,-72.9076,796.406,-6.80657,87464.7
1427,94,46,87470.8,87471.0,-66.101,788.817,-13.69,87471.0
1428,94,47,87484.5,87484.2,-52.411,774.345,0.0,87484.2
1429,94,48,87495.6,,,,,87495.6015625
1430,94,49,87513.6,,,,,87513.6015625
1431,94,50,87528.4,,,,,87528.3984375
1432,95,27,88596.0,,,,,88596.0
1433,95,28,88567.8,,,,,88567.796875
1434,95,29,88542.8,,,,,88542.796875
1435,95,30,88518.3,,,,,88518.296875
1436,95,31,88497.1,,,,,88497.1015625
1437,95,32,88476.9,,,,,88476.8984375
1438,95,33,88459.4,,,,,88459.3984375
1439,95,34,88443.1,88444.2,-30.46,770.635,13.311,88444.2
1440,95,35,88429.4,88430.3,-43.771,783.164,12.388,88430.3
1441,95,36,88416.9,88417.5,-56.1589,794.77,9.73497,88417.5
1442,95,37,88407.1,88407.2,-65.8939,803.722,9.22837,88407.2
1443,95,38,88398.4,88397.5,-75.1223,812.168,6.08907,88397.5
1444,95,39,88392.7,88390.9,-81.2113,817.475,4.45024,88390.9
1445,95,40,88388.0,88385.9,-85.6616,821.143,1.1235,88385.9
1446,95,41,88385.3,88384.3,-86.7851,821.484,0.925567,88384.3
1447,95,42,88383.5,88382.9,-87.7106,821.627,-1.69052,88382.9
1448,95,43,88384.1,88384.1,-86.0201,819.154,-2.56361,88384.1
1449,95,44,88386.3,88386.1,-83.4565,815.808,-5.11589,88386.1
1450,95,45,88390.4,88390.7,-78.3406,809.91,-8.37594,88390.7
1451,95,46,88398.6,88398.6,-69.9647,800.752,-10.368,88398.6
1452,95,47,88408.1,88408.5,-59.597,789.602,-12.966,88408.5
1453,95,48,88420.9,88420.9,-46.631,775.853,0.0,88420.9
1454,95,49,88435.1,,,,,88435.1015625
1455,95,50,88452.0,,,,,88452.0
1456,96,27,89537.3,,,,,89537.296875
1457,96,28,89506.6,,,,,89506.6015625
1458,96,29,89483.3,,,,,89483.296875
1459,96,30,89456.6,,,,,89456.6015625
1460,96,31,89436.8,,,,,89436.796875
1461,96,32,89413.7,,,,,89413.703125
1462,96,33,89397.7,,,,,89397.703125
1463,96,34,89378.6,,,,,89378.6015625
1464,96,35,89366.1,89367.4,-38.163,785.627,14.916,89367.4
1465,96,36,89350.9,89352.0,-53.0797,799.762,8.27468,89352.0
1466,96,37,89342.3,89343.2,-61.3544,807.254,11.5755,89343.2
1467,96,38,89331.1,89331.2,-72.9299,818.047,5.41174,89331.2
1468,96,39,89326.8,89325.2,-78.3416,822.677,7.10302,89325.2
1469,96,40,89319.4,89317.6,-85.4446,828.997,0.162217,89317.6
1470,96,41,89318.3,89317.0,-85.6068,828.377,3.1868,89317.0
1471,96,42,89313.9,89313.3,-88.7936,830.782,-2.97324,89313.3
1472,96,43,89316.2,89315.7,-85.8204,827.026,0.258738,89315.7
1473,96,44,89315.1,89315.0,-86.0791,826.502,-6.39265,89315.0
1474,96,45,89320.7,89320.9,-79.6865,819.327,-3.50431,89320.9
1475,96,46,89323.4,89323.9,-76.1822,815.041,-11.6705,89323.9
1476,96,47,89335.0,89335.0,-64.5116,802.588,-8.939,89335.0
1477,96,48,89343.2,89343.5,-55.573,792.867,0.0,89343.5
1478,96,49,89359.5,,,,,89359.5
1479,96,50,89372.7,,,,,89372.703125
1480,97,28,90447.8,,,,,90447.796875
1481,97,29,90422.0,,,,,90422.0
1482,97,30,90397.0,,,,,90397.0
1483,97,31,90374.7,,,,,90374.703125
1484,97,32,90353.1,,,,,90353.1015625
1485,97,33,90334.4,,,,,90334.3984375
1486,97,34,90316.7,,,,,90316.703125
1487,97,35,90301.4,90303.1,-34.055,789.591,13.368,90303.1
1488,97,36,90287.5,90289.2,-47.4235,802.177,11.0956,90289.2
1489,97,37,90276.2,90277.6,-58.5191,812.49,10.0631,90277.6
1490,97,38,90266.3,90267.0,-68.5822,821.771,7.54497,90267.0
1491,97,39,90259.0,90259.0,-76.1272,828.533,6.82124,90259.0
1492,97,40,90253.5,90251.6,-82.9484,834.572,2.65967,90251.6
1493,97,41,90249.6,90248.5,-85.6081,836.45,1.93547,90248.5
1494,97,42,90246.9,90246.0,-87.5436,837.603,-0.324708,90246.0
1495,97,43,90246.1,90245.8,-87.2189,836.496,-1.09955,90245.8
1496,97,44,90247.0,90246.4,-86.1193,834.614,-3.523,90246.4
1497,97,45,90249.4,90249.5,-82.5963,830.308,-4.79046,90249.5
1498,97,46,90253.7,90253.7,-77.8058,824.736,-6.98,90253.7
1499,97,47,90259.9,90260.2,-70.8258,816.973,-10.372,90260.2
1500,97,48,90270.0,90270.1,-60.454,805.819,-13.264,90270.1
1501,97,49,90281.8,90282.9,-47.189,791.772,0.0,90282.9
1502,97,50,90297.0,,,,,90297.0
1503,97,51,90316.7,,,,,90316.703125
1504,98,28,91387.0,,,,,91387.0
1505,98,29,91362.6,,,,,91362.6015625
1506,98,30,91335.0,,,,,91335.0
1507,98,31,91314.2,,,,,91314.203125
1508,98,32,91290.1,,,,,91290.1015625
1509,98,33,91272.8,,,,,91272.796875
1510,98,34,91252.7,,,,,91252.703125
1511,98,35,91238.8,91240.2,-28.448,792.055,15.863,91240.2
1512,98,36,91222.1,91223.8,-44.311,807.136,10.007,91223.8
1513,98,37,91212.0,91213.3,-54.3183,816.361,12.1076,91213.3
1514,98,38,91199.4,91200.7,-66.426,827.686,5.87461,91200.7
1515,98,39,91193.5,91194.3,-72.3006,832.778,8.99192,91194.3
1516,98,40,91185.0,91184.8,-81.2925,840.988,2.23785,91184.8
1517,98,41,91183.1,91182.0,-83.5304,842.443,4.58448,91182.0
1518,98,42,91177.6,91176.9,-88.1148,846.245,-1.68372,91176.9
1519,98,43,91178.5,91178.1,-86.4311,843.779,1.79364,91178.1
1520,98,44,91176.2,91175.8,-88.2248,844.791,-5.04965,91175.8
1521,98,45,91180.3,91180.4,-83.1751,838.959,-1.85414,91180.4
1522,98,46,91181.5,91181.7,-81.321,836.322,-8.25456,91181.7
1523,98,47,91189.2,91189.5,-73.0664,827.285,-5.43,91189.5
1524,98,48,91193.9,91194.4,-67.6364,821.073,-13.74,91194.4
1525,98,49,91207.4,91207.6,-53.896,806.55,0.0,91207.6
1526,98,50,91218.4,,,,,91218.3984375
1527,98,51,91240.3,,,,,91240.296875
1528,99,28,92328.4,,,,,92328.3984375
1529,99,29,92301.6,,,,,92301.6015625
1530,99,30,92275.1,,,,,92275.1015625
1531,99,31,92252.2,,,,,92252.203125
1532,99,32,92229.5,,,,,92229.5
1533,99,33,92209.6,,,,,92209.6015625
1534,99,34,92190.9,,,,,92190.8984375
1535,99,35,92174.6,,,,,92174.6015625
1536,99,36,92159.3,92160.8,-38.759,809.655,12.446,92160.8
1537,99,37,92146.5,92147.9,-51.2054,821.319,11.3065,92147.9
1538,99,38,92135.1,92136.1,-62.5119,831.843,8.14376,92136.1
1539,99,39,92126.4,92127.4,-70.6557,839.205,6.96872,92127.4
1540,99,40,92119.4,92119.9,-77.6244,845.391,4.70737,92119.9
1541,99,41,92114.7,92114.7,-82.3318,849.316,3.63718,92114.7
1542,99,42,92111.1,92110.6,-85.969,852.171,1.35781,92110.6
1543,99,43,92109.2,92108.7,-87.3268,852.746,0.295062,92108.7
1544,99,44,92108.4,92107.9,-87.6218,852.259,-2.04384,92107.9
1545,99,45,92109.7,92109.5,-85.578,849.433,-3.39676,92109.5
1546,99,46,92112.7,92112.4,-82.1812,845.254,-5.46877,92112.4
1547,99,47,92117.0,92117.3,-76.7125,839.003,-6.78135,92117.3
1548,99,48,92123.3,92123.6,-69.9311,831.439,-8.555,92123.6
1549,99,49,92130.9,92131.7,-61.376,822.101,-13.432,92131.7
1550,99,50,92143.8,92144.6,-47.944,807.887,0.0,92144.6
1551,99,51,92161.7,,,,,92161.703125
1552,99,52,92181.5,,,,,92181.5
1553,100,29,93243.0,,,,,93243.0
1554,100,30,93213.5,,,,,93213.5
1555,100,31,93191.8,,,,,93191.796875
1556,100,32,93166.6,,,,,93166.6015625
1557,100,33,93148.2,,,,,93148.203125
1558,100,34,93126.7,,,,,93126.703125
1559,100,35,93112.2,,,,,93112.203125
1560,100,36,93094.4,93096.0,-35.052,814.019,11.495,93096.0
1561,100,37,93082.9,93084.0,-46.547,824.732,13.283,93084.0
1562,100,38,93068.8,93070.2,-59.8301,837.233,7.50318,93070.2
1563,100,39,93061.4,93062.2,-67.3333,843.954,9.04864,93062.2
1564,100,40,93051.5,93052.7,-76.382,852.22,3.42136,93052.7
1565,100,41,93048.4,93048.8,-79.8033,854.859,6.38615,93048.8
1566,100,42,93042.1,93041.9,-86.1895,860.463,-0.16962,93041.9
1567,100,43,93041.9,93041.5,-86.0199,859.511,3.20399,93041.5
1568,100,44,93038.4,93037.8,-89.2238,861.932,-3.63563,93037.8
1569,100,45,93041.2,93040.9,-85.5882,857.514,-0.360992,93040.9
1570,100,46,93041.2,93040.8,-85.2272,856.371,-7.08927,93040.8
1571,100,47,93047.2,93047.4,-78.138,848.499,-3.94336,93047.4
1572,100,48,93050.1,93050.8,-74.1946,843.774,-9.88162,93050.8
1573,100,49,93059.6,93060.2,-64.313,833.11,-7.03,93060.2
1574,100,50,93066.1,93066.7,-57.283,825.297,0.0,93066.7
1575,100,51,93086.2,,,,,93086.203125
1576,100,52,93101.9,,,,,93101.8984375
1577,101,29,94182.8,,,,,94182.796875
1578,101,30,94155.0,,,,,94155.0
1579,101,31,94130.0,,,,,94130.0
1580,101,32,94106.1,,,,,94106.1015625
1581,101,33,94085.4,,,,,94085.3984375
1582,101,34,94065.2,,,,,94065.203125
1583,101,35,94048.1,,,,,94048.1015625
1584,101,36,94031.9,94033.4,-29.128,816.167,13.684,94033.4
1585,101,37,94017.9,94019.3,-42.812,829.068,12.75,94019.3
1586,101,38,94005.1,94006.0,-55.562,841.036,9.505,94006.0
1587,101,39,93994.9,93996.0,-65.067,849.759,8.10376,93996.0
1588,101,40,93986.4,93987.4,-73.1707,857.08,5.71724,93987.4
1589,101,41,93980.3,93981.2,-78.888,862.015,4.62841,93981.2
1590,101,42,93975.8,93976.0,-83.5164,865.861,2.82465,93976.0
1591,101,43,93972.9,93972.7,-86.3411,867.903,1.61352,93972.7
1592,101,44,93971.0,93970.6,-87.9546,868.734,-0.543751,93970.6
1593,101,45,93971.0,93970.6,-87.4108,867.408,-1.98017,93970.6
1594,101,46,93972.5,93972.1,-85.4307,864.646,-4.09628,93972.1
1595,101,47,93975.7,93975.7,-81.3344,859.767,-5.49792,93975.7
1596,101,48,93980.6,93980.7,-75.8365,853.487,-7.223,93980.7
1597,101,49,93986.5,93987.4,-68.614,845.482,-8.308,93987.4
1598,101,50,93994.5,93995.2,-60.3056,836.391,0.0,93995.2
1599,101,51,94008.4,,,,,94008.3984375
1600,101,52,94026.6,,,,,94026.6015625
1601,101,53,94045.9,,,,,94045.8984375
1602,102,29,95124.0,,,,,95124.0
1603,102,30,95094.3,,,,,95094.296875
1604,102,31,95070.5,,,,,95070.5
1605,102,32,95043.8,,,,,95043.796875
1606,102,33,95024.3,,,,,95024.296875
1607,102,34,95001.8,,,,,95001.796875
1608,102,35,94985.9,,,,,94985.8984375
1609,102,36,94967.1,,,,,94967.1015625
1610,102,37,94954.7,94955.9,-37.707,832.035,14.651,94955.9
1611,102,38,94939.4,94940.7,-52.3584,845.904,8.815,94940.7
1612,102,39,94930.5,94931.4,-61.1734,853.936,10.4204,94931.4
1613,102,40,94919.2,94920.5,-71.5938,863.574,4.71684,94920.5
1614,102,41,94914.5,94915.2,-76.3106,867.509,7.25986,94915.2
1615,102,42,94907.2,94907.5,-83.5705,873.986,1.00013,94907.5
1616,102,43,94906.0,94906.0,-84.5706,874.204,4.53231,94906.0
1617,102,44,94901.4,94900.9,-89.1029,877.954,-2.32247,94900.9
1618,102,45,94903.0,94902.7,-86.7804,874.849,1.15057,94902.7
1619,102,46,94901.6,94901.1,-87.931,875.217,-5.68446,94901.1
1620,102,47,94906.2,94906.3,-82.2465,868.751,-2.587,94906.3
1621,102,48,94908.5,94908.4,-79.6595,865.381,-8.96579,94908.4
1622,102,49,94916.0,94916.8,-70.6937,855.633,-5.76,94916.8
1623,102,50,94920.6,94922.1,-64.9337,849.091,0.0,94922.1
1624,102,51,94935.8,,,,,94935.796875
1625,102,52,94948.0,,,,,94948.0
1626,102,53,94969.7,,,,,94969.703125
1627,103,30,96035.4,,,,,96035.3984375
1628,103,31,96009.6,,,,,96009.6015625
1629,103,32,95984.2,,,,,95984.203125
1630,103,33,95961.7,,,,,95961.703125
1631,103,34,95940.5,,,,,95940.5
1632,103,35,95922.2,,,,,95922.203125
1633,103,36,95904.8,,,,,95904.796875
1634,103,37,95889.9,95891.5,-33.608,836.007,13.814,95891.5
1635,103,38,95876.0,95877.1,-47.422,849.038,11.035,95877.1
1636,103,39,95864.7,95865.6,-58.4578,859.292,9.36368,95865.6
1637,103,40,95854.7,95855.7,-67.8214,867.873,7.20365,95855.7
1638,103,41,95847.1,95848.0,-75.0251,874.295,5.94168,95848.0
1639,103,42,95841.3,95841.6,-80.9668,879.454,3.63511,95841.6
1640,103,43,95837.3,95837.4,-84.6019,882.307,2.66175,95837.4
1641,103,44,95834.5,95834.3,-87.2636,884.186,0.764415,95834.3
1642,103,45,95833.3,95833.0,-88.0281,884.168,-0.54302,95833.0
1643,103,46,95833.5,95833.0,-87.485,882.843,-2.68474,95833.0
1644,103,47,95835.4,95835.2,-84.8003,879.376,-4.1483,95835.2
1645,103,48,95838.9,95838.9,-80.652,874.445,-6.02248,95838.9
1646,103,49,95843.8,95844.4,-74.6295,867.64,-7.66,95844.4
1647,103,50,95850.2,95851.5,-66.9695,859.198,-10.791,95851.5
1648,103,51,95861.5,95861.8,-56.178,847.624,0.0,95861.8
1649,103,52,95875.1,,,,,95875.1015625
1650,103,53,95891.4,,,,,95891.3984375
1651,103,54,95911.2,,,,,95911.203125
1652,104,30,96974.6,,,,,96974.6015625
1653,104,31,96950.2,,,,,96950.203125
1654,104,32,96922.6,,,,,96922.6015625
1655,104,33,96901.4,,,,,96901.3984375
1656,104,34,96877.3,,,,,96877.296875
1657,104,35,96860.4,,,,,96860.3984375
1658,104,36,96840.3,,,,,96840.296875
1659,104,37,96827.0,,,,,96827.0
1660,104,38,96810.6,96811.9,-44.106,853.794,9.958,96811.9
1661,104,39,96800.7,96801.5,-54.064,862.969,11.666,96801.5
1662,104,40,96788.1,96789.3,-65.7302,873.853,6.09495,96789.3
1663,104,41,96781.9,96782.7,-71.8252,879.166,8.53073,96782.7
1664,104,42,96773.3,96773.7,-80.3559,886.914,2.15127,96773.7
1665,104,43,96770.8,96771.0,-82.5072,888.283,5.58655,96771.0
1666,104,44,96765.2,96764.9,-88.0937,893.087,-1.13804,96764.9
1667,104,45,96765.8,96765.6,-86.9557,891.167,2.43928,96765.6
1668,104,46,96763.1,96762.6,-89.395,892.824,-4.27865,96762.6
1669,104,47,96766.7,96766.4,-85.1163,887.763,-1.14809,96766.4
1670,104,48,96767.4,96767.0,-83.9682,885.833,-7.78557,96767.0
1671,104,49,96773.7,96774.3,-76.1827,877.265,-4.55562,96774.3
1672,104,50,96777.3,96778.4,-71.627,871.927,-12.4565,96778.4
1673,104,51,96790.1,96790.3,-59.1705,858.688,0.0,96790.3
1674,104,52,96799.7,,,,,96799.703125
1675,104,53,96817.3,,,,,96817.296875
1676,104,54,96832.1,,,,,96832.1015625
1677,105,30,97916.0,,,,,97916.0
1678,105,31,97889.3,,,,,97889.296875
1679,105,32,97863.0,,,,,97863.0
1680,105,33,97839.6,,,,,97839.6015625
1681,105,34,97816.9,,,,,97816.8984375
1682,105,35,97797.2,,,,,97797.203125
1683,105,36,97778.5,,,,,97778.5
1684,105,37,97762.4,,,,,97762.3984375
1685,105,38,97747.5,97748.9,-38.61,856.369,12.212,97748.9
1686,105,39,97735.1,97736.2,-50.822,867.799,10.649,97736.2
1687,105,40,97724.0,97725.1,-61.471,877.665,8.44095,97725.1
1688,105,41,97715.3,97716.1,-69.9119,885.324,7.43132,97716.1
1689,105,42,97707.9,97708.2,-77.3432,891.973,4.94971,97708.2
1690,105,43,97702.7,97702.7,-82.2929,896.14,3.63957,97702.7
1691,105,44,97698.7,97698.6,-85.9325,898.998,1.91804,97698.6
1692,105,45,97696.7,97696.2,-87.8505,900.133,0.567208,97696.2
1693,105,46,97695.6,97695.1,-88.4178,899.918,-1.34693,97695.1
1694,105,47,97696.2,97695.9,-87.0708,897.789,-2.73699,97695.9
1695,105,48,97698.4,97698.2,-84.3338,894.27,-4.69327,97698.2
1696,105,49,97702.2,97702.4,-79.6406,888.794,-6.30259,97702.4
1697,105,50,97707.3,97708.2,-73.338,881.709,-9.3219,97708.2
1698,105,51,97717.1,97717.0,-64.0161,871.605,-11.2046,97717.0
1699,105,52,97728.2,97727.7,-52.8115,859.618,0.0,97727.7
1700,105,53,97741.5,,,,,97741.5
1701,105,54,97758.0,,,,,97758.0
1702,106,31,98829.9,,,,,98829.8984375
1703,106,32,98801.5,,,,,98801.5
1704,106,33,98779.4,,,,,98779.3984375
1705,106,34,98754.5,,,,,98754.5
1706,106,35,98736.0,,,,,98736.0
1707,106,36,98714.7,,,,,98714.703125
1708,106,37,98699.8,,,,,98699.796875
1709,106,38,98682.3,98684.2,-34.79,860.62,11.263,98684.2
1710,106,39,98671.4,98672.5,-46.053,871.101,12.855,98672.5
1711,106,40,98657.9,98659.1,-58.908,883.174,7.292,98659.1
1712,106,41,98650.5,98651.3,-66.1997,889.683,9.94114,98651.3
1713,106,42,98640.5,98640.9,-76.1408,898.842,3.63457,98640.9
1714,106,43,98636.7,98636.7,-79.7754,901.694,6.547,98636.7
1715,106,44,98630.0,98629.7,-86.3224,907.459,0.039405,98629.7
1716,106,45,98629.3,98629.1,-86.3618,906.716,3.54562,98629.1
1717,106,46,98625.7,98625.1,-89.9074,909.479,-2.96514,98625.1
1718,106,47,98628.0,98627.6,-86.9423,905.732,0.189753,98627.6
1719,106,48,98627.3,98626.9,-87.132,905.139,-6.524,98626.9
1720,106,49,98632.6,98632.9,-80.608,897.833,-3.25433,98632.9
1721,106,50,98635.0,98635.6,-77.3537,893.796,-10.8804,98635.6
1722,106,51,98646.1,98646.0,-66.4733,882.133,-8.2546,98646.0
1723,106,52,98654.0,98653.8,-58.2187,873.096,0.0,98653.8
1724,106,53,98669.0,,,,,98669.0
1725,106,54,98681.5,,,,,98681.5
1726,106,55,98701.1,,,,,98701.1015625
1727,107,31,99768.3,,,,,99768.296875
1728,107,32,99742.1,,,,,99742.1015625
1729,107,33,99717.8,,,,,99717.796875
1730,107,34,99694.2,,,,,99694.203125
1731,107,35,99673.5,,,,,99673.5
1732,107,36,99653.4,,,,,99653.3984375
1733,107,37,99636.0,,,,,99636.0
1734,107,38,99619.7,99621.6,-28.9,862.802,13.465,99621.6
1735,107,39,99606.1,99607.7,-42.364,875.483,11.904,99607.7
1736,107,40,99594.0,99595.2,-54.269,886.606,9.451,99595.2
1737,107,41,99584.3,99585.3,-63.7201,895.275,8.83781,99585.3
1738,107,42,99575.6,99576.0,-72.5579,903.33,6.18999,99576.0
1739,107,43,99569.1,99569.3,-78.7479,908.738,5.1126,99569.3
1740,107,44,99563.9,99563.6,-83.8605,913.068,3.00335,99563.6
1741,107,45,99560.7,99560.1,-86.8639,915.289,1.50866,99560.1
1742,107,46,99558.4,99558.1,-88.3725,916.016,0.034078,99558.1
1743,107,47,99558.1,99557.6,-88.4066,915.267,-1.41635,99557.6
1744,107,48,99558.8,99558.5,-86.9902,913.069,-3.426,99558.5
1745,107,49,99561.4,99561.4,-83.5642,908.86,-5.05202,99561.4
1746,107,50,99565.6,99566.0,-78.5122,903.026,-7.85901,99566.0
1747,107,51,99573.7,99573.3,-70.6532,894.384,-10.1169,99573.3
1748,107,52,99583.1,99582.9,-60.5363,883.485,-10.962,99582.9
1749,107,53,99594.4,99593.4,-49.574,871.741,0.0,99593.4
1750,107,54,99608.2,,,,,99608.203125
1751,107,55,99624.3,,,,,99624.296875
1752,108,31,100709.0,,,,,100709.0
1753,108,32,100681.0,,,,,100681.0
1754,108,33,100658.0,,,,,100658.0
1755,108,34,100632.0,,,,,100632.0
1756,108,35,100613.0,,,,,100613.0
1757,108,36,100590.0,,,,,100590.0
1758,108,37,100574.0,,,,,100574.0
1759,108,38,100555.0,,,,,100555.0
1760,108,39,100543.0,100544.0,-37.297,878.488,14.056,100544.0
1761,108,40,100528.0,100530.0,-51.353,891.761,8.193,100530.0
1762,108,41,100520.0,100521.0,-59.546,899.172,11.2164,100521.0
1763,108,42,100509.0,100509.0,-70.7623,909.606,5.1584,100509.0
1764,108,43,100504.0,100504.0,-75.9207,913.982,7.73857,100504.0
1765,108,44,100496.0,100495.0,-83.6593,920.938,1.3726,100495.0
1766,108,45,100494.0,100493.0,-85.0319,921.529,4.49244,100493.0
1767,108,46,100489.0,100488.0,-89.5244,925.239,-1.91767,100488.0
1768,108,47,100490.0,100490.0,-87.6067,922.539,1.64586,100490.0
1769,108,48,100488.0,100488.0,-89.2526,923.402,-5.13261,100488.0
1770,108,49,100492.0,100492.0,-84.1199,917.487,-2.05,100492.0
1771,108,50,100494.0,100494.0,-82.0699,914.655,-9.62461,100494.0
1772,108,51,100503.0,100503.0,-72.4453,904.248,-6.66366,100503.0
1773,108,52,100510.0,100509.0,-65.7817,896.802,-13.1351,100509.0
1774,108,53,100523.0,100522.0,-52.6465,882.884,0.0,100522.0
1775,108,54,100533.0,,,,,100533.0
1776,108,55,100550.0,,,,,100550.0
1777,108,56,100565.0,,,,,100565.0
1778,109,32,101621.0,,,,,101621.0
1779,109,33,101596.0,,,,,101596.0
1780,109,34,101572.0,,,,,101572.0
1781,109,35,101550.0,,,,,101550.0
1782,109,36,101529.0,,,,,101529.0
1783,109,37,101511.0,,,,,101511.0
1784,109,38,101493.0,,,,,101493.0
1785,109,39,101478.0,101480.0,-33.2,882.462,12.992,101480.0
1786,109,40,101465.0,101466.0,-46.193,894.673,10.427,101466.0
1787,109,41,101454.0,101455.0,-56.6199,904.317,10.0525,101455.0
1788,109,42,101444.0,101445.0,-66.6725,913.587,7.60826,101445.0
1789,109,43,101437.0,101437.0,-74.2807,920.413,6.45563,101437.0
1790,109,44,101430.0,101430.0,-80.7364,926.087,4.26357,101430.0
1791,109,45,101426.0,101425.0,-84.9999,929.568,2.60671,101425.0
1792,109,46,101422.0,101422.0,-87.6066,931.392,1.11325,101422.0
1793,109,47,101421.0,101420.0,-88.7199,931.723,-0.215521,101420.0
1794,109,48,101420.0,101420.0,-88.5044,930.725,-2.01643,101420.0
1795,109,49,101422.0,101421.0,-86.4879,927.927,-3.85702,101421.0
1796,109,50,101425.0,101425.0,-82.6309,923.287,-6.37986,101425.0
1797,109,51,101431.0,101431.0,-76.2511,916.125,-8.53566,101431.0
1798,109,52,101439.0,101439.0,-67.7154,906.807,-10.0422,101439.0
1799,109,53,101449.0,101448.0,-57.6732,895.982,-11.5036,101448.0
1800,109,54,101460.0,101459.0,-46.1696,883.696,0.0,101459.0
1801,109,55,101474.0,,,,,101474.0
1802,109,56,101491.0,,,,,101491.0
1803,110,32,102560.0,,,,,102560.0
1804,110,33,102536.0,,,,,102536.0
1805,110,34,102510.0,,,,,102510.0
1806,110,35,102491.0,,,,,102491.0
1807,110,36,102468.0,,,,,102468.0
1808,110,37,102450.0,,,,,102450.0
1809,110,38,102430.0,,,,,102430.0
1810,110,39,102416.0,,,,,102416.0
1811,110,40,102399.0,102401.0,-42.886,899.437,9.25,102401.0
1812,110,41,102390.0,102391.0,-52.136,907.905,12.413,102391.0
1813,110,42,102377.0,102378.0,-64.5491,919.535,6.48333,102378.0
1814,110,43,102372.0,102371.0,-71.0324,925.236,9.03814,102371.0
1815,110,44,102363.0,102362.0,-80.0706,933.492,2.7584,102362.0
1816,110,45,102360.0,102359.0,-82.829,935.468,5.50255,102359.0
1817,110,46,102353.0,102353.0,-88.3315,940.188,-0.873766,102353.0
1818,110,47,102353.0,102353.0,-87.4578,938.532,2.891,102353.0
1819,110,48,102350.0,102350.0,-90.3488,940.641,-3.878,102350.0
1820,110,49,102353.0,102353.0,-86.4708,935.981,-0.628781,102353.0
1821,110,50,102353.0,102353.0,-85.842,934.57,-8.39225,102353.0
1822,110,51,102361.0,102361.0,-77.4497,925.395,-5.21991,102361.0
1823,110,52,102366.0,102366.0,-72.2298,919.393,-11.7656,102366.0
